name,year,seller_type,transmission,owner,count_of_cars,avg_selling_price,min_selling_price,max_selling_price
Hyundai Getz 1.3 GVS,2010,Individual,Manual,First Owner,1,110000.0,110000,110000
Hyundai Getz 1.5 CRDi GVS,2008,Dealer,Manual,First Owner,1,235000.0,235000,235000
Hyundai Getz 1.5 CRDi GVS,2008,Individual,Manual,Third Owner,2,110000.0,110000,110000
Hyundai Getz GL,2006,Individual,Manual,Third Owner,1,130000.0,130000,130000
Hyundai Getz GLE,2007,Individual,Manual,Fourth & Above Owner,1,110000.0,110000,110000
Hyundai Getz GLS,2005,Individual,Manual,First Owner,2,250000.0,250000,250000
Hyundai Getz GLS,2005,Individual,Manual,Third Owner,1,80000.0,80000,80000
Hyundai Getz GLS,2007,Individual,Manual,Fourth & Above Owner,1,95000.0,95000,95000
Hyundai Getz GLS ABS,2005,Individual,Manual,First Owner,1,71000.0,71000,71000
Hyundai Getz GLX,2005,Individual,Manual,Third Owner,1,70000.0,70000,70000
Hyundai Getz GLX,2007,Individual,Manual,First Owner,1,110000.0,110000,110000
Hyundai Grand i10 1.2 CRDi Asta,2018,Individual,Manual,First Owner,3,465000.0,465000,465000
Hyundai Grand i10 1.2 CRDi Asta,2019,Individual,Manual,First Owner,2,727500.0,700000,755000
Hyundai Grand i10 1.2 CRDi Magna,2015,Dealer,Manual,First Owner,1,350000.0,350000,350000
Hyundai Grand i10 1.2 CRDi Magna,2016,Dealer,Manual,First Owner,1,425000.0,425000,425000
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,Dealer,Manual,First Owner,3,553333.0,509999,575000
Hyundai Grand i10 1.2 Kappa Asta,2017,Individual,Manual,First Owner,6,504166.6666666667,475000,550000
Hyundai Grand i10 1.2 Kappa Asta,2018,Individual,Manual,First Owner,2,500000.0,500000,500000
Hyundai Grand i10 1.2 Kappa Asta,2019,Individual,Manual,First Owner,4,525000.0,500000,600000
Hyundai Grand i10 1.2 Kappa Era,2015,Dealer,Manual,First Owner,1,434999.0,434999,434999
Hyundai Grand i10 1.2 Kappa Magna AT,2017,Dealer,Automatic,First Owner,12,550000.0,550000,550000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,Individual,Automatic,First Owner,1,450000.0,450000,450000
Hyundai Grand i10 1.2 Kappa Magna AT,2019,Individual,Automatic,First Owner,1,650000.0,650000,650000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,Individual,Manual,First Owner,1,486000.0,486000,486000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Individual,Manual,First Owner,1,475000.0,475000,475000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,Individual,Manual,First Owner,1,525000.0,525000,525000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,Individual,Manual,First Owner,1,545000.0,545000,545000
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,Individual,Automatic,First Owner,1,550000.0,550000,550000
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,Individual,Automatic,First Owner,1,600000.0,600000,600000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,Dealer,Manual,First Owner,1,396000.0,396000,396000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Individual,Manual,First Owner,3,500000.0,450000,600000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Individual,Manual,First Owner,3,533333.3333333334,500000,550000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,Dealer,Manual,First Owner,1,325000.0,325000,325000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,Dealer,Manual,First Owner,1,550000.0,550000,550000
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,Dealer,Manual,First Owner,2,345000.0,345000,345000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,Individual,Manual,First Owner,1,525000.0,525000,525000
Hyundai Grand i10 AT Asta,2015,Dealer,Automatic,First Owner,1,465000.0,465000,465000
Hyundai Grand i10 AT Asta,2015,Individual,Automatic,First Owner,1,400000.0,400000,400000
Hyundai Grand i10 Asta,2014,Individual,Manual,First Owner,1,341000.0,341000,341000
Hyundai Grand i10 Asta,2014,Individual,Manual,Second Owner,1,450000.0,450000,450000
Hyundai Grand i10 Asta,2016,Dealer,Manual,First Owner,1,550000.0,550000,550000
Hyundai Grand i10 Asta,2017,Dealer,Manual,First Owner,2,550000.0,550000,550000
Hyundai Grand i10 Asta Option,2015,Dealer,Manual,First Owner,2,490000.0,490000,490000
Hyundai Grand i10 Asta Option,2017,Dealer,Manual,First Owner,1,595000.0,595000,595000
Hyundai Grand i10 Asta Option,2017,Individual,Manual,First Owner,1,495000.0,495000,495000
Hyundai Grand i10 Asta Option,2017,Individual,Manual,Second Owner,2,540000.0,540000,540000
Hyundai Grand i10 Asta Option AT,2017,Dealer,Automatic,First Owner,1,525000.0,525000,525000
Hyundai Grand i10 CRDi Asta,2015,Individual,Manual,First Owner,1,300000.0,300000,300000
Hyundai Grand i10 CRDi Asta Option,2015,Individual,Manual,First Owner,1,450000.0,450000,450000
Hyundai Grand i10 CRDi Magna,2013,Individual,Manual,First Owner,1,320000.0,320000,320000
Hyundai Grand i10 CRDi Magna,2015,Individual,Manual,Second Owner,1,300000.0,300000,300000
Hyundai Grand i10 CRDi Magna,2017,Dealer,Manual,First Owner,3,490000.0,490000,490000
Hyundai Grand i10 CRDi Sportz,2014,Individual,Manual,Second Owner,1,390000.0,390000,390000
Hyundai Grand i10 CRDi Sportz,2015,Individual,Manual,First Owner,4,396249.75,325000,450000
Hyundai Grand i10 CRDi Sportz,2015,Individual,Manual,Second Owner,1,390000.0,390000,390000
Hyundai Grand i10 Magna,2015,Individual,Manual,First Owner,1,390000.0,390000,390000
Hyundai Grand i10 Magna,2015,Individual,Manual,Second Owner,1,320000.0,320000,320000
Hyundai Grand i10 Magna,2015,Individual,Manual,Third Owner,1,325000.0,325000,325000
Hyundai Grand i10 Magna,2017,Dealer,Manual,First Owner,1,480000.0,480000,480000
Hyundai Grand i10 Magna AT,2017,Dealer,Automatic,First Owner,11,520000.0,520000,520000
Hyundai Grand i10 Nios AMT Magna,2020,Individual,Automatic,First Owner,1,640000.0,640000,640000
Hyundai Grand i10 Nios Magna CRDi,2020,Individual,Manual,First Owner,1,700000.0,700000,700000
Hyundai Grand i10 Nios Sportz,2020,Individual,Manual,First Owner,1,600000.0,600000,600000
Hyundai Grand i10 Sportz,2014,Individual,Manual,First Owner,3,366666.6666666667,300000,400000
Hyundai Grand i10 Sportz,2015,Dealer,Manual,First Owner,1,400000.0,400000,400000
Hyundai Grand i10 Sportz,2015,Individual,Manual,First Owner,3,383333.3333333333,300000,425000
Hyundai Grand i10 Sportz,2015,Individual,Manual,Second Owner,1,350000.0,350000,350000
Hyundai Grand i10 Sportz,2016,Individual,Manual,First Owner,2,362500.0,350000,375000
Hyundai Grand i10 Sportz,2016,Individual,Manual,Second Owner,1,420000.0,420000,420000
Hyundai Grand i10 Sportz,2017,Individual,Manual,First Owner,1,375000.0,375000,375000
Hyundai Santa Fe 4WD AT,2014,Individual,Automatic,First Owner,1,1000000.0,1000000,1000000
Hyundai Santa Fe 4X4,2011,Individual,Manual,First Owner,1,800000.0,800000,800000
Hyundai Santro AT,2006,Individual,Automatic,Second Owner,1,145000.0,145000,145000
Hyundai Santro AT CNG,2005,Individual,Manual,Second Owner,1,130000.0,130000,130000
Hyundai Santro Asta,2018,Dealer,Manual,First Owner,1,515000.0,515000,515000
Hyundai Santro Era,2019,Individual,Manual,First Owner,1,350000.0,350000,350000
Hyundai Santro GLS I - Euro I,1999,Individual,Manual,Second Owner,1,50000.0,50000,50000
Hyundai Santro GLS I - Euro I,2001,Individual,Manual,Third Owner,1,55000.0,55000,55000
Hyundai Santro GLS I - Euro I,2005,Individual,Manual,First Owner,1,75000.0,75000,75000
Hyundai Santro GLS I - Euro II,2007,Dealer,Manual,First Owner,1,135000.0,135000,135000
Hyundai Santro GS,2005,Dealer,Manual,First Owner,12,80000.0,80000,80000
Hyundai Santro GS,2006,Individual,Manual,Second Owner,1,100000.0,100000,100000
Hyundai Santro LE,2002,Individual,Manual,First Owner,1,65000.0,65000,65000
Hyundai Santro LE zipPlus,2001,Individual,Manual,First Owner,2,68000.0,68000,68000
Hyundai Santro LE zipPlus,2003,Individual,Manual,Fourth & Above Owner,1,48000.0,48000,48000
Hyundai Santro LE zipPlus,2003,Individual,Manual,Third Owner,1,70000.0,70000,70000
Hyundai Santro LP zipPlus,2001,Individual,Manual,Third Owner,2,52000.0,52000,52000
Hyundai Santro LP zipPlus,2002,Individual,Manual,Second Owner,1,80000.0,80000,80000
Hyundai Santro LP zipPlus,2003,Individual,Manual,First Owner,2,75000.0,75000,75000
Hyundai Santro LS zipPlus,2002,Individual,Manual,Third Owner,1,60000.0,60000,60000
Hyundai Santro LS zipPlus,2003,Individual,Manual,First Owner,1,100000.0,100000,100000
Hyundai Santro Magna AMT BSIV,2019,Individual,Automatic,First Owner,3,425000.0,400000,475000
Hyundai Santro Magna BSIV,2019,Individual,Manual,First Owner,2,462500.0,425000,500000
Hyundai Santro Magna CNG BSIV,2019,Individual,Manual,First Owner,1,520000.0,520000,520000
Hyundai Santro Sportz AMT,2019,Dealer,Automatic,First Owner,2,484999.0,484999,484999
Hyundai Santro Sportz BSIV,2019,Individual,Manual,First Owner,1,480000.0,480000,480000
Hyundai Santro Sportz BSIV,2020,Individual,Manual,First Owner,1,520000.0,520000,520000
Hyundai Santro Xing GL,2008,Individual,Manual,First Owner,1,145000.0,145000,145000
Hyundai Santro Xing GL,2011,Individual,Manual,First Owner,1,150000.0,150000,150000
Hyundai Santro Xing GL PLUS CNG,2007,Individual,Manual,Third Owner,1,90000.0,90000,90000
Hyundai Santro Xing GL Plus,2008,Individual,Manual,Second Owner,2,120000.0,120000,120000
Hyundai Santro Xing GL Plus,2012,Individual,Manual,Second Owner,1,170000.0,170000,170000
Hyundai Santro Xing GL Plus,2013,Individual,Manual,First Owner,4,261250.0,175000,290000
Hyundai Santro Xing GL Plus LPG,2011,Individual,Manual,Second Owner,1,229999.0,229999,229999
Hyundai Santro Xing GLS,2007,Individual,Manual,Second Owner,1,85000.0,85000,85000
Hyundai Santro Xing GLS,2008,Individual,Manual,First Owner,2,127500.0,125000,130000
Hyundai Santro Xing GLS,2008,Individual,Manual,Third Owner,1,190000.0,190000,190000
Hyundai Santro Xing GLS,2009,Dealer,Manual,First Owner,2,195000.0,195000,195000
Hyundai Santro Xing GLS,2009,Individual,Manual,First Owner,2,125000.0,110000,140000
Hyundai Santro Xing GLS,2009,Individual,Manual,Fourth & Above Owner,1,120000.0,120000,120000
Hyundai Santro Xing GLS,2009,Individual,Manual,Second Owner,1,200000.0,200000,200000
Hyundai Santro Xing GLS,2009,Individual,Manual,Third Owner,2,145000.0,140000,150000
Hyundai Santro Xing GLS,2010,Individual,Manual,Fourth & Above Owner,1,155000.0,155000,155000
Hyundai Santro Xing GLS,2010,Individual,Manual,Second Owner,1,170000.0,170000,170000
Hyundai Santro Xing GLS,2010,Individual,Manual,Third Owner,1,120000.0,120000,120000
Hyundai Santro Xing GLS,2012,Individual,Manual,First Owner,1,300000.0,300000,300000
Hyundai Santro Xing GLS,2012,Individual,Manual,Second Owner,1,193000.0,193000,193000
Hyundai Santro Xing GLS,2013,Individual,Manual,First Owner,2,297000.0,270000,324000
Hyundai Santro Xing GLS,2014,Dealer,Manual,First Owner,1,320000.0,320000,320000
Hyundai Santro Xing GLS,2014,Individual,Manual,Second Owner,1,250000.0,250000,250000
Hyundai Santro Xing GLS Audio LPG,2012,Individual,Manual,First Owner,1,250000.0,250000,250000
Hyundai Santro Xing GLS CNG,2010,Individual,Manual,Second Owner,1,130000.0,130000,130000
Hyundai Santro Xing XG,2003,Individual,Manual,Second Owner,1,85000.0,85000,85000
Hyundai Santro Xing XG,2004,Dealer,Manual,Second Owner,1,90000.0,90000,90000
Hyundai Santro Xing XG,2004,Individual,Manual,First Owner,2,80000.0,80000,80000
Hyundai Santro Xing XG,2005,Dealer,Manual,First Owner,2,70000.0,70000,70000
Hyundai Santro Xing XG,2005,Individual,Manual,Second Owner,1,95000.0,95000,95000
Hyundai Santro Xing XG,2005,Individual,Manual,Third Owner,1,140000.0,140000,140000
Hyundai Santro Xing XG,2006,Individual,Manual,Third Owner,1,70000.0,70000,70000
Hyundai Santro Xing XG AT,2004,Individual,Automatic,Second Owner,1,125000.0,125000,125000
Hyundai Santro Xing XG AT,2006,Individual,Automatic,Second Owner,1,160000.0,160000,160000
Hyundai Santro Xing XG eRLX Euro III,2005,Individual,Manual,Third Owner,1,70000.0,70000,70000
Hyundai Santro Xing XG eRLX Euro III,2006,Individual,Manual,Second Owner,2,90000.0,90000,90000
Hyundai Santro Xing XG eRLX Euro III,2006,Individual,Manual,Third Owner,1,60000.0,60000,60000
Hyundai Santro Xing XK,2007,Individual,Manual,Second Owner,1,70000.0,70000,70000
Hyundai Santro Xing XK (Non-AC),2007,Individual,Manual,First Owner,1,100000.0,100000,100000
Hyundai Santro Xing XK eRLX EuroIII,2007,Individual,Manual,Second Owner,1,130000.0,130000,130000
Hyundai Santro Xing XL AT eRLX Euro III,2006,Individual,Automatic,Third Owner,1,85000.0,85000,85000
Hyundai Santro Xing XL eRLX Euro III,2005,Dealer,Manual,Second Owner,2,114999.0,114999,114999
Hyundai Santro Xing XL eRLX Euro III,2005,Individual,Manual,First Owner,1,150000.0,150000,150000
Hyundai Santro Xing XL eRLX Euro III,2006,Dealer,Manual,Second Owner,1,100000.0,100000,100000
Hyundai Santro Xing XL eRLX Euro III,2006,Individual,Manual,Second Owner,2,100000.0,100000,100000
Hyundai Santro Xing XL eRLX Euro III,2007,Individual,Manual,Second Owner,1,75000.0,75000,75000
Hyundai Santro Xing XO,2006,Individual,Manual,First Owner,2,80000.0,80000,80000
Hyundai Santro Xing XO,2007,Dealer,Manual,Second Owner,2,80000.0,80000,80000
Hyundai Santro Xing XS,2008,Individual,Manual,Second Owner,1,150000.0,150000,150000
Hyundai Santro Xing XS,2009,Individual,Manual,Second Owner,2,150000.0,150000,150000
Hyundai Santro Xing XS eRLX Euro III,2006,Individual,Manual,Second Owner,1,145000.0,145000,145000
Hyundai Sonata 2.4L AT,2006,Individual,Automatic,Fourth & Above Owner,1,275000.0,275000,275000
Hyundai Sonata AT Leather,2006,Individual,Automatic,Third Owner,1,225000.0,225000,225000
Hyundai Sonata CRDi M/T,2010,Individual,Manual,First Owner,1,600000.0,600000,600000
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,Individual,Automatic,First Owner,1,1600000.0,1600000,1600000
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,Dealer,Manual,First Owner,2,1650000.0,1650000,1650000
Hyundai Tucson CRDi,2006,Individual,Manual,First Owner,1,170000.0,170000,170000
Hyundai Venue SX Opt Diesel,2019,Dealer,Manual,First Owner,1,1195000.0,1195000,1195000
Hyundai Venue SX Opt Diesel,2020,Individual,Manual,First Owner,1,1000000.0,1000000,1000000
Hyundai Venue SX Opt Turbo BSIV,2020,Individual,Manual,First Owner,1,1050000.0,1050000,1050000
Hyundai Verna 1.4 CRDi,2014,Individual,Manual,First Owner,1,550000.0,550000,550000
Hyundai Verna 1.4 EX,2011,Individual,Manual,First Owner,1,500000.0,500000,500000
Hyundai Verna 1.4 VTVT,2015,Individual,Manual,First Owner,2,500000.0,500000,500000
Hyundai Verna 1.4 VTVT,2017,Individual,Manual,First Owner,1,330000.0,330000,330000
Hyundai Verna 1.6 CRDI,2011,Individual,Manual,Second Owner,1,300000.0,300000,300000
Hyundai Verna 1.6 CRDI,2011,Individual,Manual,Third Owner,1,260000.0,260000,260000
Hyundai Verna 1.6 CRDI,2012,Individual,Manual,First Owner,1,500000.0,500000,500000
Hyundai Verna 1.6 CRDI,2012,Individual,Manual,Second Owner,1,312000.0,312000,312000
Hyundai Verna 1.6 CRDI SX Option,2016,Individual,Manual,First Owner,1,850000.0,850000,850000
Hyundai Verna 1.6 CRDI SX Option,2017,Individual,Manual,First Owner,1,1200000.0,1200000,1200000
Hyundai Verna 1.6 CRDI SX Option,2018,Dealer,Manual,Second Owner,1,860000.0,860000,860000
Hyundai Verna 1.6 CRDi AT SX,2017,Dealer,Automatic,First Owner,1,1050000.0,1050000,1050000
Hyundai Verna 1.6 CRDi SX,2015,Individual,Manual,Second Owner,1,765000.0,765000,765000
Hyundai Verna 1.6 CRDi SX,2016,Dealer,Manual,First Owner,1,690000.0,690000,690000
Hyundai Verna 1.6 CRDi SX,2016,Individual,Manual,First Owner,1,620000.0,620000,620000
Hyundai Verna 1.6 SX,2012,Dealer,Manual,First Owner,1,470000.0,470000,470000
Hyundai Verna 1.6 SX,2012,Dealer,Manual,Second Owner,1,390000.0,390000,390000
Hyundai Verna 1.6 SX,2012,Individual,Manual,First Owner,6,515000.0,390000,600000
Hyundai Verna 1.6 SX,2012,Individual,Manual,Second Owner,1,434999.0,434999,434999
Hyundai Verna 1.6 SX,2012,Individual,Manual,Third Owner,1,409999.0,409999,409999
Hyundai Verna 1.6 SX,2013,Dealer,Manual,First Owner,2,484999.0,484999,484999
Hyundai Verna 1.6 SX,2013,Individual,Manual,Second Owner,1,495000.0,495000,495000
Hyundai Verna 1.6 SX,2014,Individual,Manual,Second Owner,2,550000.0,450000,650000
Hyundai Verna 1.6 SX CRDi (O),2011,Individual,Manual,First Owner,1,390000.0,390000,390000
Hyundai Verna 1.6 SX CRDi (O),2012,Individual,Manual,Second Owner,4,496249.75,409999,575000
Hyundai Verna 1.6 SX CRDi (O),2013,Dealer,Manual,First Owner,1,525000.0,525000,525000
Hyundai Verna 1.6 SX CRDi (O),2013,Individual,Manual,First Owner,2,525000.0,500000,550000
Hyundai Verna 1.6 SX CRDi (O),2013,Individual,Manual,Second Owner,3,455000.0,315000,620000
Hyundai Verna 1.6 SX CRDi (O),2013,Individual,Manual,Third Owner,1,335000.0,335000,335000
Hyundai Verna 1.6 SX CRDi (O),2014,Dealer,Manual,First Owner,1,675000.0,675000,675000
Hyundai Verna 1.6 SX CRDi (O),2014,Individual,Manual,First Owner,1,550000.0,550000,550000
Hyundai Verna 1.6 SX VTVT,2013,Dealer,Manual,First Owner,1,425000.0,425000,425000
Hyundai Verna 1.6 SX VTVT,2014,Individual,Manual,First Owner,1,550000.0,550000,550000
Hyundai Verna 1.6 SX VTVT,2017,Individual,Manual,First Owner,1,650000.0,650000,650000
Hyundai Verna 1.6 SX VTVT (O),2013,Individual,Manual,First Owner,1,425000.0,425000,425000
Hyundai Verna 1.6 SX VTVT (O),2013,Individual,Manual,Second Owner,1,530000.0,530000,530000
Hyundai Verna 1.6 SX VTVT (O),2014,Individual,Manual,Second Owner,2,600000.0,600000,600000
Hyundai Verna 1.6 SX VTVT AT,2011,Individual,Automatic,Third Owner,1,450000.0,450000,450000
Hyundai Verna 1.6 VTVT,2010,Dealer,Manual,First Owner,2,190000.0,190000,190000
Hyundai Verna 1.6 VTVT,2012,Individual,Manual,First Owner,1,300000.0,300000,300000
Hyundai Verna 1.6 VTVT,2013,Individual,Manual,First Owner,1,370000.0,370000,370000
Hyundai Verna 1.6 VTVT AT S Option,2016,Individual,Automatic,First Owner,2,730000.0,690000,770000
Hyundai Verna 1.6 VTVT S,2015,Individual,Manual,First Owner,2,600000.0,600000,600000
Hyundai Verna 1.6 VTVT S,2017,Individual,Manual,First Owner,1,530000.0,530000,530000
Hyundai Verna 1.6 VTVT SX,2015,Trustmark Dealer,Manual,First Owner,12,760000.0,760000,760000
Hyundai Verna 1.6 Xi ABS,2008,Individual,Manual,First Owner,1,220000.0,220000,220000
Hyundai Verna 1.6 i ABS,2009,Individual,Manual,First Owner,1,200000.0,200000,200000
Hyundai Verna CRDi,2007,Individual,Manual,Fourth & Above Owner,1,155000.0,155000,155000
Hyundai Verna CRDi,2008,Individual,Manual,Second Owner,3,198333.33333333334,150000,250000
Hyundai Verna CRDi,2009,Individual,Manual,First Owner,1,160000.0,160000,160000
Hyundai Verna CRDi,2009,Individual,Manual,Second Owner,1,270000.0,270000,270000
Hyundai Verna CRDi 1.6 AT EX,2018,Individual,Automatic,Second Owner,2,1100000.0,1100000,1100000
Hyundai Verna CRDi 1.6 AT SX Option,2018,Individual,Automatic,First Owner,1,1100000.0,1100000,1100000
Hyundai Verna CRDi 1.6 EX,2017,Individual,Manual,First Owner,1,799000.0,799000,799000
Hyundai Verna CRDi 1.6 EX,2018,Individual,Manual,First Owner,2,900000.0,900000,900000
Hyundai Verna CRDi 1.6 SX,2017,Individual,Manual,First Owner,2,900000.0,900000,900000
Hyundai Verna CRDi 1.6 SX,2019,Individual,Manual,Second Owner,1,1000000.0,1000000,1000000
Hyundai Verna CRDi 1.6 SX Option,2018,Dealer,Manual,First Owner,3,1150000.0,1150000,1150000
Hyundai Verna CRDi 1.6 SX Option,2018,Individual,Manual,First Owner,1,1200000.0,1200000,1200000
Hyundai Verna CRDi 1.6 SX Option,2019,Dealer,Manual,First Owner,1,1295000.0,1295000,1295000
Hyundai Verna CRDi 1.6 SX Option,2019,Individual,Manual,First Owner,2,1150000.0,1100000,1200000
Hyundai Verna CRDi ABS,2007,Individual,Manual,Second Owner,2,175000.0,175000,175000
Hyundai Verna CRDi SX,2007,Dealer,Manual,Second Owner,1,212000.0,212000,212000
Hyundai Verna CRDi SX,2008,Individual,Manual,Third Owner,1,229999.0,229999,229999
Hyundai Verna CRDi SX,2010,Individual,Manual,Second Owner,2,290000.0,280000,300000
Hyundai Verna CRDi SX ABS,2009,Individual,Manual,Second Owner,1,175000.0,175000,175000
Hyundai Verna CRDi SX ABS,2009,Individual,Manual,Third Owner,1,325000.0,325000,325000
Hyundai Verna SX,2007,Dealer,Manual,First Owner,2,155000.0,155000,155000
Hyundai Verna SX AT Diesel,2009,Dealer,Automatic,First Owner,2,245000.0,245000,245000
Hyundai Verna SX CRDi AT,2012,Dealer,Automatic,First Owner,1,465000.0,465000,465000
Hyundai Verna SX CRDi AT,2012,Dealer,Automatic,Second Owner,1,500000.0,500000,500000
Hyundai Verna SX Diesel,2010,Dealer,Manual,Second Owner,1,200000.0,200000,200000
Hyundai Verna SX Diesel,2011,Dealer,Manual,Third Owner,1,210000.0,210000,210000
Hyundai Verna SX Diesel,2013,Dealer,Manual,First Owner,1,580000.0,580000,580000
Hyundai Verna SX Diesel,2013,Dealer,Manual,Second Owner,1,550000.0,550000,550000
Hyundai Verna Transform CRDi VGT ABS,2010,Individual,Manual,Second Owner,1,229999.0,229999,229999
Hyundai Verna Transform CRDi VGT SX ABS,2010,Individual,Manual,First Owner,1,325000.0,325000,325000
Hyundai Verna Transform SX VTVT,2011,Individual,Manual,Second Owner,1,370000.0,370000,370000
Hyundai Verna Transform VTVT,2010,Individual,Manual,First Owner,1,229999.0,229999,229999
Hyundai Verna VTVT 1.6 AT SX Option,2017,Individual,Automatic,First Owner,2,1100000.0,1100000,1100000
Hyundai Verna VTVT 1.6 AT SX Option,2018,Individual,Automatic,First Owner,1,950000.0,950000,950000
Hyundai Verna VTVT 1.6 SX,2018,Individual,Manual,First Owner,1,800000.0,800000,800000
Hyundai Verna XXi (Petrol),2007,Individual,Manual,Second Owner,1,150000.0,150000,150000
Hyundai Verna i (Petrol),2007,Individual,Manual,Second Owner,2,123000.0,123000,123000
Hyundai Verna i (Petrol),2008,Individual,Manual,Second Owner,2,120000.0,120000,120000
Hyundai Xcent 1.1 CRDi Base,2015,Individual,Manual,First Owner,2,397500.0,375000,420000
Hyundai Xcent 1.1 CRDi Base,2015,Individual,Manual,Second Owner,1,350000.0,350000,350000
Hyundai Xcent 1.1 CRDi Base,2016,Individual,Manual,First Owner,1,515000.0,515000,515000
Hyundai Xcent 1.1 CRDi Base,2017,Individual,Manual,First Owner,1,300000.0,300000,300000
Hyundai Xcent 1.1 CRDi S,2016,Individual,Manual,First Owner,1,270000.0,270000,270000
Hyundai Xcent 1.1 CRDi SX,2016,Individual,Manual,First Owner,1,430000.0,430000,430000
Hyundai Xcent 1.1 CRDi SX Option,2014,Dealer,Manual,First Owner,2,455000.0,455000,455000
Hyundai Xcent 1.1 CRDi SX Option,2016,Individual,Manual,First Owner,1,600000.0,600000,600000
Hyundai Xcent 1.2 CRDi E,2017,Individual,Manual,First Owner,3,383333.3333333333,350000,450000
Hyundai Xcent 1.2 CRDi S,2018,Individual,Manual,Second Owner,1,450000.0,450000,450000
Hyundai Xcent 1.2 CRDi SX,2015,Dealer,Manual,First Owner,1,399000.0,399000,399000
Hyundai Xcent 1.2 Kappa Base,2014,Individual,Manual,Second Owner,1,335000.0,335000,335000
Hyundai Xcent 1.2 Kappa S,2015,Individual,Manual,First Owner,2,375000.0,375000,375000
Hyundai Xcent 1.2 Kappa S,2016,Individual,Manual,First Owner,3,466666.6666666667,300000,550000
Hyundai Xcent 1.2 Kappa SX,2016,Individual,Manual,First Owner,2,350000.0,350000,350000
Hyundai Xcent 1.2 Kappa SX,2016,Individual,Manual,Second Owner,1,450000.0,450000,450000
Hyundai Xcent 1.2 VTVT E Plus,2018,Individual,Manual,First Owner,1,511000.0,511000,511000
Hyundai Xcent 1.2 VTVT S,2018,Individual,Manual,First Owner,1,500000.0,500000,500000
Hyundai Xcent 1.2 VTVT S,2019,Individual,Manual,First Owner,1,600000.0,600000,600000
Hyundai Xcent 1.2 VTVT S,2019,Individual,Manual,Second Owner,1,660000.0,660000,660000
Hyundai Xcent 1.2 VTVT S AT,2015,Dealer,Automatic,First Owner,1,471000.0,471000,471000
Hyundai i10 Asta AT,2011,Individual,Automatic,Second Owner,1,350000.0,350000,350000
Hyundai i10 Era,2008,Individual,Manual,Second Owner,1,125000.0,125000,125000
Hyundai i10 Era,2009,Individual,Manual,First Owner,2,250000.0,250000,250000
Hyundai i10 Era,2009,Individual,Manual,Third Owner,1,140000.0,140000,140000
Hyundai i10 Era,2011,Individual,Manual,Second Owner,1,175000.0,175000,175000
Hyundai i10 Era,2012,Individual,Manual,Second Owner,2,254999.5,229999,280000
Hyundai i10 Era,2013,Individual,Manual,First Owner,1,265000.0,265000,265000
Hyundai i10 Era 1.1,2008,Individual,Manual,First Owner,1,125000.0,125000,125000
Hyundai i10 Era 1.1,2008,Individual,Manual,Third Owner,1,160000.0,160000,160000
Hyundai i10 Era 1.1,2009,Individual,Manual,First Owner,1,270000.0,270000,270000
Hyundai i10 Era 1.1,2009,Individual,Manual,Second Owner,1,120000.0,120000,120000
Hyundai i10 Era 1.1 iTech SE,2011,Individual,Manual,First Owner,2,267500.0,235000,300000
Hyundai i10 Era 1.1 iTech SE,2011,Individual,Manual,Second Owner,1,147000.0,147000,147000
Hyundai i10 Magna,2008,Individual,Manual,Second Owner,2,167500.0,140000,195000
Hyundai i10 Magna,2009,Dealer,Manual,First Owner,1,235000.0,235000,235000
Hyundai i10 Magna,2011,Dealer,Manual,First Owner,1,250000.0,250000,250000
Hyundai i10 Magna,2012,Dealer,Manual,First Owner,13,231537.61538461538,229999,240000
Hyundai i10 Magna,2012,Individual,Manual,First Owner,2,210000.0,210000,210000
Hyundai i10 Magna,2012,Individual,Manual,Second Owner,1,250000.0,250000,250000
Hyundai i10 Magna,2014,Dealer,Manual,First Owner,2,355000.0,355000,355000
Hyundai i10 Magna 1.1,2008,Individual,Manual,First Owner,1,120000.0,120000,120000
Hyundai i10 Magna 1.1,2008,Individual,Manual,Fourth & Above Owner,1,155000.0,155000,155000
Hyundai i10 Magna 1.1,2008,Individual,Manual,Second Owner,1,100000.0,100000,100000
Hyundai i10 Magna 1.1,2008,Individual,Manual,Third Owner,1,150000.0,150000,150000
Hyundai i10 Magna 1.1 iTech SE,2015,Dealer,Manual,First Owner,1,300000.0,300000,300000
